epoch,train_loss,train_acc,val_loss,val_acc
0,2.1493728098780496,0.2144218047102408,1.7446045436569162,0.28746824724809483
1,1.5821828948654026,0.28602804974861074,1.3961073341401848,0.4670829805249788
2,1.2657941615525996,0.47666049219370205,1.1192169485462677,0.5074089754445386
3,1.0679138750721093,0.5774543530034401,0.9741638821826594,0.5784292972057579
4,0.9263874809308944,0.5924583223074887,0.9036821409858562,0.2798475867908552
5,0.7878462342666833,0.5861074358295846,0.87261864568132,0.5660457239627434
6,0.732770091126169,0.5992590632442445,0.7997811491273947,0.6520956816257409
7,0.6566051763942139,0.6211166975390315,0.6674115458453024,0.5187341236240475
8,0.6201979661175854,0.6598571050542471,0.6027310389924694,0.6361134631668078
9,0.603471965796356,0.6493781423657052,0.5722605747774847,0.720787468247248
10,0.5406663917907207,0.6776925112463614,0.5725864787409837,0.7416384419983065
11,0.524861661067499,0.6813178089441652,0.5697608145482436,0.6423581710414903
12,0.4721736570727159,0.6874834612331304,0.7407355136615602,0.68268416596105
13,0.4521366714789303,0.7134956337655465,0.45750572982974147,0.7483065198983911
14,0.4329631305366729,0.7197671341624768,0.5106848120387342,0.7220575783234547
15,0.4417356148292764,0.7188145011907913,0.5736997069891643,0.6457451312447079
16,0.4096705480995229,0.7242127546970097,0.5330623625400098,0.7036409822184589
17,0.3727273785412173,0.746784863720561,0.5429741229257874,0.7133784928027096
18,0.368089459648799,0.7492193702037576,0.47708559485555097,0.7487298899237934
19,0.3398506973809377,0.7609420481608892,0.46800142518446053,0.7120025402201524
20,0.34081385857808094,0.7554379465467055,0.4824603204867123,0.746718882303133
21,0.3572388067021398,0.7647525800476317,0.4440044557323327,0.7543395427603725
22,0.3056167035247692,0.7710770044985445,0.3704844396183821,0.7714860287891617
23,0.2879087269120076,0.7829584546176237,0.39810347803742496,0.6824724809483489
24,0.31158496873259267,0.7743318338184705,0.44340530542556095,0.7818585944115156
25,0.27640910537173746,0.7858163535326806,0.5537340544617256,0.6606689246401355
26,0.2698502156104353,0.7929346387933316,0.6481353504193091,0.7488357324301439
27,0.2780595637714391,0.7903413601481873,0.38450159224983604,0.8089542760372566
28,0.2515015028839794,0.7933580312251919,0.45236855211063615,0.8320279424216765
29,0.2358422877517774,0.8053188674252447,0.4129629902843688,0.8370025402201524
30,0.33978529310147265,0.7780629796242392,0.37107653698783266,0.8035563082133785
31,0.21745162304793622,0.829081767663403,0.4747548278207211,0.7860922946655376
32,0.2256746696285386,0.8195554379465467,0.40440314319739873,0.8159398814563928
33,0.22150572502763216,0.8129928552527124,0.3919003781031918,0.8006985605419137
34,0.2339450552760703,0.8323895210373115,0.345785819280364,0.8430355630821338
35,0.23474387263257773,0.823842286319132,0.35500161264192415,0.7577265029635902
36,0.20263733669159703,0.8333421540089971,0.4847249180531582,0.7147544453852667
37,0.1956732248728519,0.8369145276528182,0.49496675261636136,0.8625105842506351
38,0.18402411291891493,0.8363588250860016,0.3665539376953667,0.7515876375952583
39,0.18049725229598765,0.843821116697539,0.3747019013704581,0.7396274343776461
40,0.19049733602911056,0.8373114580576873,0.42281752742348694,0.7544453852667231
41,0.20101890366549693,0.838581635353268,0.6605067149660474,0.669030482641829
42,0.18521146848206357,0.8481344270971156,0.3246503030830944,0.821337849280271
43,0.16442468976184008,0.856681661815295,0.4602074881801633,0.8347798475867908
44,0.15422490946290057,0.8607832759989416,0.360000436936782,0.8040855207451313
45,0.17848245645372496,0.8501190791214607,0.37864267477148994,0.8037679932260796
46,0.17248098622056499,0.847578724530299,0.38139158020400116,0.8336155800169348
47,0.1531700657915827,0.8617888330246097,0.305679608045171,0.8100127011007621
48,0.14955140157049926,0.8626885419423128,0.5198332706050998,0.8451524132091448
49,0.1835453888153181,0.8516803387139454,0.36692619312403574,0.7470364098221846
50,0.13959380648860661,0.8657316750463085,0.41638484183145136,0.804614733276884
51,0.14670955535410024,0.8614977507277057,0.3394613297171639,0.8524555461473328
52,0.10277844546269113,0.8872717650172003,0.4295186706019465,0.8593353090601186
53,0.17625982592739545,0.8483461233130458,0.31716750790931386,0.8772226926333616
54,0.12077544591485016,0.8807091823233659,0.3560115392665958,0.8651566469093989
