epoch,train_loss,train_acc,val_loss,val_acc
0,0.6901512444019318,0.6638418079096046,0.6753587457868788,0.650375939849624
1,0.6499064231620115,0.6789077212806026,0.6031843158933852,0.6691729323308271
2,0.5790580169242971,0.6807909604519774,0.6108378370602926,0.6992481203007519
3,0.565511075889363,0.6930320150659134,0.584923267364502,0.7030075187969925
4,0.5451948160634321,0.7090395480225988,0.5707797242535485,0.6992481203007519
5,0.5445937864920672,0.6958568738229756,0.572098950544993,0.706766917293233
6,0.5291345882065156,0.7156308851224106,0.5584865642918481,0.6879699248120301
7,0.5150704103357652,0.7259887005649718,0.5779366526338789,0.7030075187969925
8,0.5284322658005882,0.7137476459510358,0.5756376849280463,0.706766917293233
9,0.5089992065640057,0.7090395480225988,0.60594509045283,0.706766917293233
10,0.4978911793407272,0.743879472693032,0.5385528173711565,0.6917293233082706
11,0.49282662701957364,0.724105461393597,0.5615860720475515,0.7030075187969925
12,0.4908604358925539,0.7344632768361582,0.7138287425041199,0.7368421052631579
13,0.5034326490233926,0.7231638418079096,0.5571485095553927,0.7142857142857143
14,0.5001909040352878,0.7429378531073446,0.6765735480520461,0.7293233082706767
15,0.4761880574857487,0.7448210922787194,0.591753214597702,0.6992481203007519
16,0.4929282209452461,0.7212806026365348,0.6086188919014401,0.7330827067669173
17,0.4705294502132079,0.7523540489642184,0.5898193816343943,0.7593984962406015
18,0.4730147684321684,0.748587570621469,0.606904407342275,0.7518796992481203
19,0.479026181732907,0.7721280602636534,0.5264960527420044,0.6879699248120301
20,0.4667145715040319,0.751412429378531,0.5520924395985074,0.7406015037593985
21,0.445960951202056,0.7711864406779662,0.4952289793226454,0.7180451127819549
22,0.45600976137553945,0.748587570621469,0.589708266986741,0.793233082706767
23,0.4456320632906521,0.7740112994350282,0.5072587231794993,0.7180451127819549
24,0.43394569340435896,0.775894538606403,0.5519751277234819,0.7481203007518797
25,0.4356314710834447,0.7928436911487758,0.500909686088562,0.6954887218045113
26,0.4202591053703252,0.7937853107344632,0.6100659900241427,0.7406015037593985
27,0.40426135589094725,0.788135593220339,0.5563305583265092,0.7518796992481203
28,0.4079015824724646,0.7975517890772128,0.5682480533917745,0.7706766917293233
29,0.40655232089407306,0.7947269303201506,0.705042357246081,0.7744360902255639
30,0.41829900575034756,0.8173258003766478,0.5789854046371248,0.7406015037593985
31,0.3916444568073048,0.7853107344632768,0.8578242527114021,0.8120300751879699
32,0.4140055547742283,0.7843691148775894,0.7303176605039172,0.7406015037593985
33,0.38828348828589215,0.7928436911487758,0.4875716004106734,0.7443609022556391
34,0.3932594564907691,0.8116760828625236,0.47438611255751717,0.7706766917293233
35,0.4153953615356894,0.7796610169491526,0.5559748907883962,0.7894736842105263
36,0.4061313459978384,0.7890772128060264,0.6892574032147726,0.7894736842105263
37,0.4004312622196534,0.7909604519774012,0.6070541242758433,0.7593984962406015
38,0.357777480255155,0.8173258003766478,0.7282406455940671,0.7969924812030075
39,0.36065200365641537,0.832391713747646,0.509308762020535,0.7218045112781954
40,0.40852907343822364,0.78060263653484,0.8879570762316386,0.793233082706767
41,0.3906666421714951,0.8013182674199624,0.6518498129314847,0.7744360902255639
42,0.35276256545501594,0.8135593220338984,0.5414733721150292,0.793233082706767
43,0.3784627576961237,0.8305084745762712,0.6076476474603018,0.7781954887218046
44,0.34329769102966085,0.82015065913371,0.5827468699879117,0.7969924812030075
45,0.3534284255960408,0.8182674199623352,0.8291233860784106,0.7819548872180451
46,0.3725716230623862,0.8182674199623352,0.7384166866540909,0.7556390977443609
47,0.34682391145650077,0.8041431261770244,0.6645603097147412,0.7969924812030075
48,0.3468880337827346,0.8258003766478342,0.6644051008754306,0.7857142857142857
49,0.32937782915199504,0.8389830508474576,0.5775668323040009,0.7406015037593985
50,0.3319936552468468,0.8305084745762712,0.4959123598204719,0.706766917293233
51,0.33404289536616383,0.8493408662900188,0.5417776339583926,0.7330827067669173
52,0.3800898856099914,0.8088512241054614,1.1437757478819952,0.8157894736842105
53,0.39135242165888057,0.8088512241054614,0.5117223428355323,0.6578947368421053
54,0.39355137429254894,0.7984934086629002,0.46251210901472306,0.7293233082706767
55,0.3548775547567536,0.8145009416195856,0.6402606219053268,0.7593984962406015
56,0.3387904267977266,0.8314500941619586,0.7283446391423544,0.8345864661654135
57,0.3538505215307369,0.8220338983050848,0.8187257134252124,0.793233082706767
58,0.33347098397858005,0.8107344632768362,0.5804203053315481,0.7443609022556391
59,0.330953370560618,0.8389830508474576,0.6567310690879822,0.7857142857142857
60,0.29004865249290185,0.844632768361582,0.9071374634901682,0.8270676691729323
61,0.2942126614644247,0.8455743879472694,0.8621075252691904,0.793233082706767
62,0.30782538937295184,0.8502824858757062,0.6103451152642568,0.8157894736842105
63,0.324789318968268,0.8465160075329566,0.5725717743237814,0.8045112781954887
64,0.30930503370130763,0.8549905838041432,0.751959847079383,0.7819548872180451
65,0.28043291208279486,0.867231638418079,0.9983831610944536,0.8082706766917294
66,0.2602691908969599,0.8813559322033898,0.6769993123080995,0.7443609022556391
67,0.39197760162984624,0.8314500941619586,0.7664632929695977,0.40225563909774437
68,0.5877677026916953,0.6704331450094162,0.6509956684377458,0.7593984962406015
69,0.42145658591214347,0.8060263653483992,0.6903821329275767,0.7443609022556391
70,0.3594039796906359,0.815442561205273,0.6299678219689263,0.7030075187969925
71,0.31922914789003487,0.832391713747646,0.8071837524573008,0.7631578947368421
72,0.31086912882678647,0.8342749529190208,1.042670749955707,0.8233082706766918
73,0.2801739076042877,0.8578154425612052,1.04827481508255,0.8195488721804511
74,0.30201567797099843,0.8681732580037664,0.5972286893261803,0.6766917293233082
75,0.3672926539883894,0.803201506591337,0.7633014685577817,0.7669172932330827
76,0.2638974023215911,0.8691148775894538,1.1908245152897305,0.8045112781954887
77,0.29429634003078237,0.8681732580037664,0.7622681359450022,0.7406015037593985
78,0.2584380663054831,0.8634651600753296,0.9852419164445665,0.7406015037593985
79,0.25608007478363376,0.8907721280602636,0.9164221750365363,0.793233082706767
80,0.25055897082476053,0.8888888888888888,1.2191996342606015,0.8007518796992481
81,0.2896090097287122,0.8455743879472694,0.7428314255343543,0.8007518796992481
82,0.24935526253573378,0.8879472693032016,1.0576119588481054,0.849624060150376
83,0.2436398939393899,0.8851224105461394,1.2983266015847523,0.8345864661654135
84,0.21699313140090773,0.9030131826741996,1.3017102115684085,0.8308270676691729
85,0.3140754192410147,0.8465160075329566,0.8606788880295224,0.7744360902255639
86,0.2880647710579283,0.8691148775894538,0.8222718603081174,0.7669172932330827
87,0.24960423852590954,0.8785310734463276,1.08272880812486,0.7819548872180451
88,0.24669547203709097,0.8822975517890772,1.0285994708538055,0.8120300751879699
89,0.21370444863158114,0.9011299435028248,0.7966249717606438,0.7894736842105263
90,0.1937381997704506,0.9171374764595104,1.22791406346692,0.7894736842105263
